EXC_1	EXC_2	INH_1	INH_2
ENSMUSG00000108075___Gm45061	5.113093	4.796641	7.289946	7.62176
ENSMUSG00000108076___9530086O07Rik	45.96571	50.292133	4.821292	4.453226
ENSMUSG00000108077___6330415B21Rik	37.311539	47.337463	46.124783	54.997955
ENSMUSG00000108078___Gm8744	0	0	0	0
ENSMUSG00000108079___Gm44210	4.618383	5.110125	2.58153	2.0202
ENSMUSG00000108080___Gm10209	1.392959	2.011431	2.787884	2.416049
ENSMUSG00000108081___Gm44026	20.778883	20.858141	12.710029	12.473459
ENSMUSG00000108082___Gm5314	0.12275	0.397975	0.539109	0
ENSMUSG00000108083___Mug4-ps	0	0	0	0
ENSMUSG00000108084___Gm7932	0	0	0	0
ENSMUSG00000108085___A930014E10Rik	0	0	0	0
ENSMUSG00000108086___Gm6786	0	0	0	0
ENSMUSG00000108087___Gm43893	0	0	0	0
ENSMUSG00000108088___Gm44229	65.728485	74.361412	52.205242	56.24778
ENSMUSG00000108089___Gm3148	0	0	0	0
ENSMUSG00000108090___Gm6637	0	0.641995	0.530467	0
ENSMUSG00000108091___Gm44221	0	0	0	0
ENSMUSG00000108092___Gm44189	13.769111	17.756739	10.136495	6.953494
ENSMUSG00000108093___Gm44102	0.427864	0.535355	3.107657	2.28523
ENSMUSG00000108094___Gm31108	0	0	0	0
ENSMUSG00000108095___Gm44067	0	0	0.309916	0.084561
ENSMUSG00000108096___Minpp1-ps	9.351422	16.002005	14.619851	16.379772
ENSMUSG00000108097___Gm44060	0	0	0	0
ENSMUSG00000108098___Gm18838	0	0	0	0
ENSMUSG00000108099___Gm43988	0	0	0	0
ENSMUSG00000108100___Gm5876	0	0	0	0
ENSMUSG00000108101___Gm45738	7.157281	7.624373	8.254458	16.178652
ENSMUSG00000108102___Gm44437	16.695238	19.5991	17.331003	18.671339
ENSMUSG00000108103___Gm44081	0.629648	0.683082	0	0
ENSMUSG00000108104___Gm20997	0	0	0	0
ENSMUSG00000108105___Gm5340	0	0	0	0
ENSMUSG00000108106___Gm5886	0	0	0	0
ENSMUSG00000108107___Gm5312	0	0	0	0
ENSMUSG00000108108___Gm44270	9.628387	11.234102	14.354692	8.905638
ENSMUSG00000108109___Gm44287	3.505747	0.541996	1.396122	1.56109
ENSMUSG00000108110___Gm18012	0.388497	0	0	0
ENSMUSG00000108111___Gm45901	1.197175	0.337715	0.449986	0.795673
ENSMUSG00000108112___Gm45193	0	0	0	0
ENSMUSG00000108113___Zim2	0.409227	0.88667	0	0.278793
ENSMUSG00000108114___Olfr800	0	0	0	0
ENSMUSG00000108115___Gm7039	3.191996	2.627114	3.257095	3.576206
ENSMUSG00000108117___Gm44262	0	0	0	0
ENSMUSG00000108118___Gm34312	0	0	0	0
ENSMUSG00000108119___Gm43891	0	0	0	0
ENSMUSG00000108120___9930120I10Rik	2.09578	8.660659	8.036222	4.325377
ENSMUSG00000108121___Gm43952	0	1.345207	0	0.325148
ENSMUSG00000108122___Gm44116	3.712693	3.477111	4.757179	4.99612
ENSMUSG00000108123___Gm43884	47.462681	46.106598	85.385094	78.19413
ENSMUSG00000108124___Gm44146	2.751424	1.492241	3.702948	4.109624
ENSMUSG00000108125___Gm17812	2.362645	2.72798	4.281727	3.521918
ENSMUSG00000108126___Gm43909	3.714995	3.851152	2.829019	6.427636
ENSMUSG00000108127___Gm12845	0.142562	0	0	0
ENSMUSG00000108128___4922502N22Rik	0	0	0	0
ENSMUSG00000108129___4930417O13Rik	0.25958	0.702286	1.379541	1.820454
ENSMUSG00000108130___Gm30781	0	0	0	0
ENSMUSG00000108131___Gm44099	0	0	0	0
ENSMUSG00000108132___Gm44175	0.05893	0	0	0.234463
ENSMUSG00000108134___Gm9560	0	0	0	0
ENSMUSG00000108135___Gm8035	0	0	0	0.374235
ENSMUSG00000108137___Gm44053	22.738308	23.700851	25.380365	26.269691
ENSMUSG00000108138___Gm18485	0.095784	0	0	0.158075
ENSMUSG00000108139___Gm44055	0	0	0	0
ENSMUSG00000108140___Gm44803	0	0	0	0
ENSMUSG00000108141___Gm44079	8.835595	8.171734	2.208753	3.40208
ENSMUSG00000108142___Gm7498	0.289215	0	0.327958	0
ENSMUSG00000108143___Gm44414	4.245732	1.335235	0.882164	0.771515
ENSMUSG00000108144___Gm43975	0	0	0	0
ENSMUSG00000108145___Gm38811	0.259668	0.09121	0.463719	0.179572
ENSMUSG00000108146___Gm43889	61.706303	64.470558	143.424545	143.776886
ENSMUSG00000108147___4930443G03Rik	0	0	0	0
ENSMUSG00000108148___Gm44020	0.572471	1.563022	1.501372	0.687226
ENSMUSG00000108149___Olfr439-ps1	0	0	0	0
ENSMUSG00000108150___Gm44470	0	0	1.577246	2.414085
ENSMUSG00000108151___Gm33201	0	0	0	0
ENSMUSG00000108152___Gm44152	16.495905	19.890451	14.078692	19.851316
ENSMUSG00000108153___Gm44402	0	0	0	1.035858
ENSMUSG00000108154___Gm44033	9.885438	13.766078	20.529284	18.487276
ENSMUSG00000108155___Gm44443	9.058604	8.445461	8.333434	9.477647
ENSMUSG00000108156___Olfr326-ps1	0	0	0	0
ENSMUSG00000108157___Olrf445-ps1	0	0	0	0
ENSMUSG00000108158___Gm44002	0	0	0	0
ENSMUSG00000108160___Gm19237	0	0	0	0.287271
ENSMUSG00000108161___Gm32914	0	0	0	0
ENSMUSG00000108162___Gm20589	0	0	0	0
ENSMUSG00000108163___Gm44431	0	0	0.510736	0
ENSMUSG00000108164___Gm43899	0	0	0	2.128422
ENSMUSG00000108166___Gm44017	6.456439	9.876287	5.612126	4.296104
ENSMUSG00000108167___Olfr1386	0	0	0	0
ENSMUSG00000108168___Gm43864	33.173241	37.193645	19.416925	15.799375
ENSMUSG00000108169___Gm43958	0.312565	0.259927	1.621045	2.179005
ENSMUSG00000108170___Gm43966	2.229122	3.337414	3.00192	4.715573
ENSMUSG00000108171___Gm43915	16.082609	17.425701	14.081661	16.731354
ENSMUSG00000108172___Gm21054	0	0	0	0
ENSMUSG00000108173___Gm44231	12.903397	14.530025	13.212137	14.343283
ENSMUSG00000108174___Gm44092	0	0	0	0
ENSMUSG00000108175___Gm16499	0	0.142254	0	0
ENSMUSG00000108176___Gm43965	0.750084	0	0.744956	1.334668
ENSMUSG00000108177___Gm7924	0	0	0	0
ENSMUSG00000108178___Gm44267	4.321204	4.539836	3.561417	4.679041
ENSMUSG00000108179___Gm44274	0	0	0	0
ENSMUSG00000108180___Gm44141	0	0	0	0.187628
ENSMUSG00000108181___C030015A19Rik	21.924288	24.002817	20.370188	24.892269
ENSMUSG00000108183___Gm44227	0	0	0	0
ENSMUSG00000108184___Gm44198	0.083045	0.166632	0	0
ENSMUSG00000108185___Gm19653	2.900947	3.094309	6.196552	6.076636
ENSMUSG00000108186___Gm8132	0.25782	0.350781	0	0
ENSMUSG00000108187___4930511E03Rik	0	0	0	0
ENSMUSG00000108188___Gm43865	0	0	0	0
ENSMUSG00000108189___Gm43887	7.418129	9.899122	19.659964	16.787146
ENSMUSG00000108190___Gm44731	0	0	0	0.394212
ENSMUSG00000108191___Gm29803	3.09182	1.473892	1.14078	0.347496
ENSMUSG00000108192___Gm44410	0	0	0	0
ENSMUSG00000108193___Olfr442-ps1	0	0.586888	0.993768	1.095955
ENSMUSG00000108194___1700097M23Rik	0	0	0	0
ENSMUSG00000108195___Gm44415	2.816745	3.49857	1.61201	1.05224
ENSMUSG00000108196___Gm36328	3.323009	2.781961	7.32683	3.641489
ENSMUSG00000108197___Gm44214	11.822606	9.559535	5.796042	3.376625
ENSMUSG00000108198___Gm44823	0	0	0	0
ENSMUSG00000108199___Gm44249	21.048065	22.068787	20.105307	16.410252
ENSMUSG00000108200___Gm43931	0.389036	0.351154	0.481853	1.29546
ENSMUSG00000108201___Gm43991	0	0	0	0
ENSMUSG00000108202___Gm4874	0	0	0	0
ENSMUSG00000108203___Gm43944	0	0	0	0
ENSMUSG00000108204___Gm44180	0	0.014952	0	0
ENSMUSG00000108205___Gm19252	0	0.300027	0.815916	0
ENSMUSG00000108206___Gm44427	0	0	0	0
ENSMUSG00000108207___1810059H22Rik	6.821278	7.892327	6.554185	8.820727
ENSMUSG00000108208___Gm44184	0	0	0	0
ENSMUSG00000108209___Gm32222	0	0	0	0
ENSMUSG00000108210___Gm35808	1.471217	1.825475	1.251969	2.215749
ENSMUSG00000108211___Gm44130	8.317974	6.269509	9.794963	7.442454
ENSMUSG00000108212___Gm44132	0	0	0	0
ENSMUSG00000108213___Gm44172	0	0	0.086357	0
ENSMUSG00000108214___Gm43982	11.716619	8.7549	8.362529	11.398252
ENSMUSG00000108215___Gm8083	0	0	0	0
ENSMUSG00000108216___Gm44153	21.2661	22.395954	20.698114	18.683254
ENSMUSG00000108217___Gm43883	6.341164	5.799587	13.513979	13.790578
ENSMUSG00000108218___Olfr1372-ps1	0.342427	0.016812	0.123157	0.1972
ENSMUSG00000108219___Gm44101	19.531292	23.202574	21.216188	28.168646
ENSMUSG00000108220___Gm44056	0.365392	1.272265	0.938384	0.451654
ENSMUSG00000108221___Gm44203	0	0	0	0
ENSMUSG00000108222___Gm2691	0	0	0	0
ENSMUSG00000108223___Gm43933	0	0	0	0
ENSMUSG00000108224___Gm31861	0	0	0.931087	0
ENSMUSG00000108225___Gm43926	0	0	0	0
ENSMUSG00000108226___Gm44063	47.942024	54.427906	39.966087	40.967278
ENSMUSG00000108227___4933412L11Rik	6.070188	8.167954	5.192979	4.966894
ENSMUSG00000108228___6430584L05Rik	16.501099	22.122543	6.007175	12.344897
ENSMUSG00000108229___1700102F20Rik	0	0	0	0
ENSMUSG00000108230___Gm3549	0	0	0	0
ENSMUSG00000108231___Gm4045	0	0	0	0
ENSMUSG00000108232___Gm43916	15.77493	14.006327	14.071531	14.70882
ENSMUSG00000108233___Gm44084	11.005685	8.149972	17.836157	11.469913
ENSMUSG00000108234___Gm44428	0.684688	0.068404	0.401335	0.784439
ENSMUSG00000108235___Gm44248	0	0	0	0
ENSMUSG00000108236___0610033M10Rik	0	0	0	0
ENSMUSG00000108237___Gm19757	0.261939	0	0.011565	0.028857
ENSMUSG00000108238___Gm43984	8.903949	9.866525	9.539749	7.629591
ENSMUSG00000108239___Gm19434	1.360823	0	0.702815	0
ENSMUSG00000108240___Gm5317	0	0	0	0
ENSMUSG00000108241___Gm44252	0	0	0	0
ENSMUSG00000108242___9330118I20Rik	3.112354	3.058203	13.102025	13.005445
ENSMUSG00000108244___Gm44077	0	0	0	0
ENSMUSG00000108245___Prb3-ps	0	0	0	0
ENSMUSG00000108246___Gm43896	28.23105	45.291157	49.795368	40.18026
ENSMUSG00000108247___Gm19039	0	0	0	0
ENSMUSG00000108248___Gm34391	0	0	0	0
ENSMUSG00000108249___Gm43960	0	0	0	0
ENSMUSG00000108250___Tas2r111-ps2	0	0	0	0
ENSMUSG00000108251___Gm44112	0.887122	0	0	0
ENSMUSG00000108252___Gm44059	0	0	0	0
ENSMUSG00000108253___Olfr1542-ps1	0	0	0	0
ENSMUSG00000108254___Gm43908	0	0	0	0.241653
ENSMUSG00000108255___Gm16499	0.705424	0.260064	0.54503	0
ENSMUSG00000108256___Gm43923	0.721765	0.824024	2.008959	1.459098
ENSMUSG00000108257___Gm44251	0.848666	0	0.061664	0
ENSMUSG00000108258___Gm43913	0.07917	0	0.115803	0.103483
ENSMUSG00000108259___Gm6727	0	0	0	0
ENSMUSG00000108260___Gm3793	5.586911	8.669676	6.454132	7.419437
ENSMUSG00000108261___Tas2r146-ps1	0	0	0	0
ENSMUSG00000108262___Gm43867	0	0	0	0
ENSMUSG00000108263___1700051K13Rik	3.303253	5.658782	1.062433	4.137578
ENSMUSG00000108264___Gm20371	87.038353	95.520096	74.63269	78.021042
ENSMUSG00000108265___Olfr318	0	0	0	0
ENSMUSG00000108266___Gm5305	0	0	0	0
ENSMUSG00000108267___Gm44190	4.767584	9.018009	11.143086	7.016183
ENSMUSG00000108268___Gm44187	22.401505	23.994852	18.972006	19.926497
ENSMUSG00000108269___Gm18422	13.964265	17.625814	20.907352	17.4748
ENSMUSG00000108270___Gm4602	0.285722	0	0	0
ENSMUSG00000108271___Gm44236	0.79125	3.983787	0.549776	0
ENSMUSG00000108272___Gm44161	0	0	0	0
ENSMUSG00000108274___Gm44169	0	0	0	0
ENSMUSG00000108275___Gm7880	0.814603	1.769228	3.142822	4.385887
ENSMUSG00000108276___Gm36640	0.577266	0	0.154968	0
ENSMUSG00000108278___Gm44194	0.776392	2.154557	1.407786	1.028907
ENSMUSG00000108279___Gm44024	0	3.824376	0.801632	0.397079
ENSMUSG00000108280___Gm8703	0	0.922603	0	0.154386
ENSMUSG00000108282___Gm44317	2.011635	3.293552	2.379956	4.428148
ENSMUSG00000108283___Gm44008	11.803968	11.795377	11.269202	11.959133
ENSMUSG00000108284___Gm44182	2.343544	2.790337	0	1.806896
ENSMUSG00000108285___Gm34358	0	0	0	0
ENSMUSG00000108286___Gm44224	1.181236	0.884017	1.22957	1.131443
ENSMUSG00000108287___Gm44473	0	0	0	0
ENSMUSG00000108288___Gm44202	0	0	0	0
ENSMUSG00000108289___Gm44174	0	0	0	0
ENSMUSG00000108290___Gm44120	0.205596	0.119064	0	0
ENSMUSG00000108291___Gm44292	5.18187	5.825971	6.402822	8.106568
ENSMUSG00000108292___Gm44050	0	0	1.270468	0
ENSMUSG00000108293___Pla2g4c-ps	0.311299	0.341703	0.622049	1.120897
ENSMUSG00000108294___Gm44429	0	0	0.471459	0.454441
ENSMUSG00000108295___Gm36406	0	0	0	0
ENSMUSG00000108296___Gm44295	0	0	0	0
ENSMUSG00000108297___Gm44167	40.251278	44.670422	29.149744	47.736553
ENSMUSG00000108298___Gm44226	0	0	0	0.589442
ENSMUSG00000108299___Gm43892	0	0	0	0
ENSMUSG00000108300___Gm44539	0	0	0	0
ENSMUSG00000108301___Gm45127	0	0	0	0
ENSMUSG00000108302___Gm18207	0	0	0	0
ENSMUSG00000108303___Gm39075	0	0	0	0
ENSMUSG00000108304___Gm4607	0.69586	0	0	0
ENSMUSG00000108305___Gm19078	5.385157	9.009005	2.836226	4.841224
ENSMUSG00000108306___Gm44640	0	0	0	0
ENSMUSG00000108307___Ceacam-ps1	0	0	0	0
ENSMUSG00000108308___Gm45218	0	0	0	0
ENSMUSG00000108309___Gm44703	0	0	0	0
ENSMUSG00000108310___Gm44712	2.448489	1.086306	2.788544	3.643025
ENSMUSG00000108311___Gm44737	1.800687	0.839829	0.134353	0.57228
ENSMUSG00000108312___Gm44521	0	1.220109	0	2.645496
ENSMUSG00000108313___Gm45052	0	0	0	0
ENSMUSG00000108314___Prkcz2	3.528743	5.936567	3.384327	1.347126
ENSMUSG00000108315___Gm44601	2.400049	3.607397	12.036239	10.033581
ENSMUSG00000108316___Gm44589	6.370612	5.145678	2.18456	4.256927
ENSMUSG00000108317___Gm44663	20.58559	24.108198	14.550929	18.971025
ENSMUSG00000108318___Gm45170	0	0.495784	0	0
ENSMUSG00000108319___Gm44552	14.664722	16.054173	19.307192	13.786411
ENSMUSG00000108320___Gm44877	4.544202	10.318785	4.81174	5.60083
ENSMUSG00000108321___Gm44649	11.449407	9.327629	14.54327	12.346931
ENSMUSG00000108322___5430431A17Rik	2.091049	3.984511	2.839779	2.086571
ENSMUSG00000108323___Gm44945	0	0	0	0
ENSMUSG00000108324___Gm44608	0.329366	0	0	0
ENSMUSG00000108325___Gm44898	1.007495	1.164675	1.448359	0.892494
ENSMUSG00000108326___Gm17838	1.138958	2.430597	0.964011	3.786464
ENSMUSG00000108327___Gm44939	0	0	0	0
ENSMUSG00000108328___Gm45196	0	0	0.327497	0
ENSMUSG00000108329___Gm44725	0	0	0	0
ENSMUSG00000108330___Gm44882	1.769376	4.478805	8.543379	4.280169
ENSMUSG00000108331___Gm5322	0	0	0	0
ENSMUSG00000108332___D530033B14Rik	0	4.194094	4.018101	5.498632
ENSMUSG00000108333___Gm45095	17.553358	19.044447	17.309937	10.915839
ENSMUSG00000108334___Gm30771	1.343321	0.425466	0	0
ENSMUSG00000108335___Gm45215	0	0	0	0
ENSMUSG00000108336___Olfr163-ps1	0	0	0	0
ENSMUSG00000108337___Gm4971	0	0	0	0
ENSMUSG00000108338___Gm44794	6.870507	15.668459	15.488886	8.514872
ENSMUSG00000108339___Klk1b28-ps	0	0	0	0
ENSMUSG00000108340___Gm44520	0	0	0	0
ENSMUSG00000108341___Gm44746	28.096037	36.213459	25.48278	33.963402
ENSMUSG00000108342___Gm29920	0	0	0	0
ENSMUSG00000108343___Gm18307	0.173872	0	0.063684	0
ENSMUSG00000108344___Gm8952	0	0	0	0
ENSMUSG00000108345___4933435G04Rik	0	0	0	0
ENSMUSG00000108346___Gm44980	0	0	0	0
ENSMUSG00000108347___Gm19187	20.896883	19.007441	15.394644	15.58804
ENSMUSG00000108348___Gm42372	19.769073	22.503756	23.600086	23.930323
ENSMUSG00000108349___Gm18599	0.193605	0.748333	0.95539	1.734348
ENSMUSG00000108350___Gm44950	13.578862	11.849834	11.741821	13.882636
ENSMUSG00000108351___Gm36736	0.360442	1.997465	0.956196	0
ENSMUSG00000108352___Usf2-ps1	7.255114	9.860269	6.2058	9.851681
ENSMUSG00000108353___Gm45205	4.388277	4.126412	6.62522	6.556783
ENSMUSG00000108354___4931431B13Rik	0.904203	0	0.363964	0.224657
ENSMUSG00000108355___Gm44604	0	0	0	0
ENSMUSG00000108356___9130221F21Rik	0.086129	0	0	0
ENSMUSG00000108357___Snrp1c-ps1	0	0	0	0
ENSMUSG00000108358___Gm44509	31.846052	35.381325	34.770157	33.804913
ENSMUSG00000108359___C430039J01Rik	3.958731	3.952288	6.284201	4.915474
ENSMUSG00000108360___Gm36159	0.687268	0	0	0
ENSMUSG00000108361___Gm44796	0	0	0	0
ENSMUSG00000108362___Gm18561	0	0	0	0
ENSMUSG00000108363___Gm44615	0	0	0	0
ENSMUSG00000108364___Gm38997	0	0	0	0
ENSMUSG00000108365___Gm44951	2.908233	2.839889	2.103647	2.880409
ENSMUSG00000108366___Gm5586	0	1.183275	0	0.280572
ENSMUSG00000108367___Erfl	0.518504	0.377048	1.968862	0.775515
ENSMUSG00000108368___Gm45053	4.592553	4.331037	5.323909	4.257929
ENSMUSG00000108370___Gm8209	0	0	0	0
ENSMUSG00000108371___Gm38832	0	0	0	1.705195
ENSMUSG00000108372___Gm45124	8.242443	10.883994	12.570683	17.134886
ENSMUSG00000108373___Gm45168	0	0	0	0.658918
ENSMUSG00000108374___Gm33626	0	0	0	0
ENSMUSG00000108375___Gm45003	0.607107	0.339233	1.75337	2.336521
ENSMUSG00000108376___Gm44874	8.540576	10.677934	6.529141	8.069349
ENSMUSG00000108377___Gm18642	10.889516	9.707711	18.228159	17.244818
ENSMUSG00000108378___Gm44641	0	0.954093	1.959988	2.00936
ENSMUSG00000108379___A730082K24Rik	0	0	0.426686	0
ENSMUSG00000108380___Olfr737-ps1	0	0	0	0
ENSMUSG00000108381___Gm9299	12.970231	13.51057	15.535207	18.515299
ENSMUSG00000108382___4930448A20Rik	0.160643	0	0	0
ENSMUSG00000108383___Gm6567	0	0	0	0
ENSMUSG00000108384___Gm45082	23.534431	27.467686	15.010921	11.257244
ENSMUSG00000108385___Gm44730	0	0	0	0
ENSMUSG00000108387___Gm31510	0	0	0.788361	0
ENSMUSG00000108388___Gm44673	11.577933	12.49387	11.321946	10.748449
ENSMUSG00000108389___Gm45206	8.521025	12.069738	8.506219	8.287169
ENSMUSG00000108390___Gm39038	41.872433	51.571095	38.110939	34.451965
ENSMUSG00000108391___Gm9768	1.851555	0.747849	0.821286	1.411466
ENSMUSG00000108392___Gm9463	0.27455	0	0	0
ENSMUSG00000108393___Gm32633	0.408529	0	1.030431	1.117974
ENSMUSG00000108394___Gm45477	13.410649	20.05036	16.468082	17.50005
ENSMUSG00000108395___Gm34811	0	0	0	0
ENSMUSG00000108396___Gm6905	0.499427	0.393968	0.628456	0.46867
ENSMUSG00000108397___Gm45171	0	0	0	0
ENSMUSG00000108398___Gm30191	0	0	0	1.079619
ENSMUSG00000108400___Klk1b14-ps	0	0	0	0
ENSMUSG00000108401___Rpl19-ps10	0	0	0	0.136672
ENSMUSG00000108402___9430064I24Rik	5.980987	7.508995	5.825377	8.377542
ENSMUSG00000108403___Gm45122	0	0	0	0
ENSMUSG00000108404___Gm44972	0	0	0	0
ENSMUSG00000108405___Ywhaq-ps1	8.34164	14.266686	13.664457	9.110688
ENSMUSG00000108406___Klk1b15-ps	0	0	0	0
ENSMUSG00000108407___Gm45093	0	0	0	0
ENSMUSG00000108409___1700025J12Rik	1.840369	0.987708	0	0
ENSMUSG00000108410___Gm44740	0	0	0	0
ENSMUSG00000108411___Gm44818	0	0	0	0
ENSMUSG00000108412___Gm45005	1.100031	2.696675	2.41533	0.852439
ENSMUSG00000108413___BC026762	0	0	0	0
ENSMUSG00000108414___Snhg1	41.341614	35.720654	45.40657	40.842522
ENSMUSG00000108415___Gm30146	0	0	0	0
ENSMUSG00000108416___Gm44924	1.662905	1.184947	0.352499	0.946063
ENSMUSG00000108417___Gm30928	0	0	0	0
ENSMUSG00000108418___Gm44627	0	0	0.458218	0.171764
ENSMUSG00000108419___Gm45020	0	0	0	0
ENSMUSG00000108420___Gm45141	1.027979	0.43659	0.264263	0.112811
ENSMUSG00000108421___Gm44718	4.991503	6.702104	4.650959	7.99544
ENSMUSG00000108422___Gm44765	1.052442	1.662678	0.40618	0
ENSMUSG00000108423___Gm44856	1.331642	3.584142	0	2.981342
ENSMUSG00000108424___Gm44590	0	0	0	0
ENSMUSG00000108425___Gm44706	0.616827	0.636253	1.238819	1.789047
ENSMUSG00000108426___Olfr465-ps1	0	0	0	0
ENSMUSG00000108427___Gm36696	0	0	4.331549	2.546288
ENSMUSG00000108428___Gm45058	0	0	0	0
ENSMUSG00000108429___Gm44603	0.440612	2.064544	3.532463	1.752962
ENSMUSG00000108430___Gm36776	0	0	0	0
ENSMUSG00000108431___Gm42375	0	0	0	0
ENSMUSG00000108432___Gm44756	0	0	0	0
ENSMUSG00000108433___Gm19761	3.435134	1.635133	6.570652	6.107059
ENSMUSG00000108435___Gm45051	1.018821	0.886897	0.241045	0.388385
ENSMUSG00000108436___Gm44851	0.142923	0.342941	0.782145	0.701129
ENSMUSG00000108437___Gm19366	0	0	0	0.489156
ENSMUSG00000108438___Gm9278	0	0	0	0.292963
ENSMUSG00000108440___Klk1b19-ps	0	0	0	0
ENSMUSG00000108441___Gm32846	0	0.121528	0	0
ENSMUSG00000108442___Rpl15-ps5	15.674981	21.921633	17.5814	14.98804
ENSMUSG00000108443___Gm44510	23.28499	27.177805	22.712029	24.268229
ENSMUSG00000108444___Klk2-ps	0.070493	0.268661	0	0
ENSMUSG00000108445___Gm17918	0	0	0	0
ENSMUSG00000108446___Gm44997	1.655237	3.916365	6.508911	5.632669
ENSMUSG00000108447___Gm44567	8.15762	9.472889	9.422064	9.928569
ENSMUSG00000108448___Gm21269	0	0	0.046046	0.02818
ENSMUSG00000108449___Gm44507	0	0	0	0
ENSMUSG00000108450___Gm44977	14.355399	11.785675	15.619702	21.402641
ENSMUSG00000108451___Olfr185-ps1	0	0	0	0
ENSMUSG00000108452___4930413G21Rik	2.70513	2.685748	3.735263	1.169242
ENSMUSG00000108454___Gm44932	0	0	0	0
ENSMUSG00000108455___Gm44745	34.868103	48.398861	32.795879	38.208649
ENSMUSG00000108456___4732496C06Rik	5.844683	7.812605	6.915308	9.549093
ENSMUSG00000108457___Gm5027	0	0	0	0
ENSMUSG00000108459___Gm44605	0	0.321419	0	0.371119
ENSMUSG00000108460___Gm39041	15.130073	17.410479	9.700953	11.035704
ENSMUSG00000108461___AV356131	3.347027	4.203683	1.417285	1.186495
ENSMUSG00000108462___Gm45032	0.399819	0	0	0
ENSMUSG00000108464___Olfr192	0	0	0	0
ENSMUSG00000108465___Gm45110	11.959891	15.956279	16.26403	19.958372
ENSMUSG00000108466___Gm44771	1.474096	1.540817	3.032405	1.677373
ENSMUSG00000108467___Gm45211	0.082606	0.133981	0.121185	0.128473
ENSMUSG00000108468___Gm30459	0	0.21784	0	0.257821
ENSMUSG00000108469___Gm45054	0	0	0	0
ENSMUSG00000108470___Gm4598	0	0	0.329173	0.860913
ENSMUSG00000108471___Gm18855	0	0	0	0
ENSMUSG00000108472___Gm45212	1.360224	0.813738	0.444066	1.325321
ENSMUSG00000108473___Gm44739	1.343614	0.855301	1.030957	0.943461
ENSMUSG00000108474___Gm44895	7.048635	11.5601	14.268021	13.929667
ENSMUSG00000108476___Gm44974	0	0	0.235337	0
ENSMUSG00000108477___Gm44878	1.955237	1.042321	1.917554	3.276339
ENSMUSG00000108478___Gm19514	1.789602	1.796596	3.837788	4.071114
ENSMUSG00000108479___2200002A13Rik	0	0.382037	0.377736	0.327852
ENSMUSG00000108480___Gm36633	0	0	0	0
ENSMUSG00000108481___Gm33248	0.028973	0.032135	0	0.139138
ENSMUSG00000108482___Gm45078	0	0.9162	0.217037	0
ENSMUSG00000108483___Gm45184	0	0	0	0
ENSMUSG00000108484___Gm18537	4.516973	5.833403	6.585217	7.156343
ENSMUSG00000108485___Gm18805	0.275428	0	0	0
ENSMUSG00000108486___Gm44836	12.777639	6.732875	16.271273	10.71471
ENSMUSG00000108487___Cyp2a21-ps	0	0	0	0
ENSMUSG00000108488___Gm44979	3.694876	2.967374	2.279204	7.33017
ENSMUSG00000108489___Gm45025	0.913546	1.005607	8.430563	6.163234
ENSMUSG00000108490___1700110I07Rik	0	0	0	0
ENSMUSG00000108491___Gm44523	0.221589	0	0.770121	0
ENSMUSG00000108492___Rpl18a-ps4	0	0	0	0
ENSMUSG00000108493___Gm45715	1.538523	0.666281	1.875828	1.022493
ENSMUSG00000108494___Gm45203	2.775009	3.219196	5.5219	6.963048
ENSMUSG00000108495___Gm45139	0.381828	0.125155	0	0.062209
ENSMUSG00000108496___Gm44768	0	0	0	0
ENSMUSG00000108497___Gm44738	0.619693	0	0.996567	0
ENSMUSG00000108498___Gm45026	0	0	0	0
ENSMUSG00000108500___Gm45033	5.066323	7.882745	7.673637	8.518436
ENSMUSG00000108502___Gm9240	0	0.097017	0	0
ENSMUSG00000108503___Gm20949	5.943862	11.105303	5.180732	6.356963
ENSMUSG00000108504___Gm4265	0	0	0	0
ENSMUSG00000108505___1700095K22Rik	0	1.233089	0	0.520377
ENSMUSG00000108506___Gm44705	0	0	0	0
ENSMUSG00000108507___6720469O03Rik	1.242916	0.304774	4.16484	6.496438
ENSMUSG00000108508___Gm44978	0	0	0	0
ENSMUSG00000108509___Gm44780	0.741319	0	0	0.761521
ENSMUSG00000108510___Gm45192	0	0	0	0
ENSMUSG00000108511___Gm44987	0	0	0	0
ENSMUSG00000108512___Gm7238	1.260569	0.77119	0.365372	0.691352
ENSMUSG00000108513___Gm30075	0	0.281782	0	0
ENSMUSG00000108514___2310001K20Rik	0	0.274556	0	0
ENSMUSG00000108515___Olfr717-ps1	0	0	0	0
ENSMUSG00000108516___Gm44602	6.908525	9.326441	13.24171	24.110907
ENSMUSG00000108517___Gm45125	0	0	0	0
ENSMUSG00000108518___Gm5587	6.766657	12.155836	8.71887	4.542612
ENSMUSG00000108519___4833421K07Rik	7.867078	7.655725	17.247122	14.919832
ENSMUSG00000108520___Gm44684	6.736277	8.403158	8.530853	7.362405
ENSMUSG00000108521___Gm44639	16.647852	17.270081	11.118879	11.538797
ENSMUSG00000108522___Gm44664	21.449364	33.938301	17.608776	23.246103
ENSMUSG00000108523___4933430L12Rik	0.203743	0	0	0
ENSMUSG00000108524___Gm44876	0	0.466207	0.312317	0.417795
ENSMUSG00000108525___Gm7443	0.090215	0	1.028272	0
ENSMUSG00000108526___Gm45828	7.538446	9.065093	4.662631	7.448587
ENSMUSG00000108527___Gm45173	0	0	0	0
